idx	utterance	sentiment
511	Came in to upgrade my IPhone 8 Plus to an X and Ryan Garcia helped us tremendously. Helped me transfer my info to my new phone and even changed our sim...	3
512	I couldn't believe how I was treated at this store! Usually I have to take a ticket at AT&T stores but I walked in and the staff warmly welcomed me. Johan...	3
513	"I Like Directv You'll Get The Best In Sports. in HD Movies And News And Entertainment And. Family Channels 
 The Signal Is Reliable. It Will Take A Heavy..."	3
514	Called to disconnect my service customer service rep very rude! She hung up on me. I will not be continuing service!!	1
515	If I could give a zero I would. Waited all day for a technician who I was told was in route to my home 3 times. Last call after the time ended I was told I...	1
516	Great Internet service for a great price.Super user friendly customer app.  If you would like to get up to $100 for adding Xfinity please select the link...	3
517	It's a great store! The locations is convenient and service is great. I've visited this store no renew my internet contract. I usually do it over the phone...	3
518	"Bit of a wait to see someone - but can't blame them, because they were busy and all Xfinity staff were helping customers. 
Josh got me set up with what I..."	3
519	I normally would never feel compelled to review a Verizon (even though, as you can probably tell, I review a lot), but this place is AMAZING. It's pretty...	3
520	My fiance's plan was expiring, and so we decided to get our own plan with Verizon (I was previously with AT&T). Josh at the store was extremely helpful - he...	2
521	I had an ongoing problem with Assurion sending me dysfunctional phones as replacements. Alice and Jason went above and beyond to help fix the situation and...	3
522	Tmobile used to be a great company. Just like a few other cell phone companies. Until they started with their side companies sharing the same cell phone...	1
523	"I was helped by MS. Becca
Wonderful and excellent customer service 
Good to back with T mobile 
Great service 
Great team work"	3
524	My Favorite TMobile in Houston! Alyssa and her team always go above and beyond for me.	3
525	I took my Galaxy S5 to T-Mobile on South Main today around noontime. I was greeted promptly by Sam, and after explaining my difficulties with Google Maps...	3
526	The location is in a good area. However, the parking is terrible. There's two designated parking spots for T-Mobile customers. The rest of the parking...	2
527	"They are super knowledgeable and helpful! Walked in at lunchtime, was helped immediately!

Sarah helped me pick the right plan for me and a new iPhone...."	3
528	I have had enTouch as an ISP for around 2 years and have had fewer problems that I did in any given moth with Comcast.  I do however use Comcast for cable...	3
529	"Just moved and only service this place allows. Install was good, quality of feed is poor but the that's not even the true issue.

Customer service is awful...."	1
530	This company is the worst Company in town the reviews speak for their self. Starting from the construction of my business I had to deal with an experienced...	1
531	Went here with my boyfriend because he finally shattered and killed his phone with AT&T and decided to switch to Verizon as well as buy a new phone. We had...	2
532	"When all reviews are the same, something must be addressed. 

I just had a very similar experience in this store. My phone is not working and I was told..."	1
533	"The worst experience, unprofessional, horrible actitud , lack of knowledge and all from the GENERAL MANAGER, can't wait to robots replace them all.
Btw she..."	1
534	This is the spot to get your device repaired. Ali is the man, no beating around the bush, free Diag and repaired on the spot. I had 2 iPhone 7s with broken...	3
535	"After battery change my phone works much better. 

The only thing is that I was promised an update, was trying to reach the guys and kept getting sent to..."	3
536	My battery started to act up recently so I decided to purchase a new phone along with trading in my old phone (the one I got fixed here). I have not dropped...	1
537	"Date of Visit: Friday, 10/19/2018

Olusola Oyebamiji (also known as Double O) was very helpful in signing us up for our new phone plan. With one..."	3
538	Verizon just lost a customer that's been with them from the beginning...literally! I bought the HUM device and was told I would get a $150 rebate on a...	1
539	Went to this store intending to pay a lot of money. Worked with Lamar Alexander and Ronnie. These guys know what they are doing. And will find you some some...	3
540	I've had an iPhone for over 3 years, and yes, we are an apple family.  We have iPhones, i pods, apple tis, iPads, and two home mac computers.  When some of...	3
541	I was feed the Biggest Crap by our sales person here! Blatantly Lied and told me to once I switched from Sprint I would receive a gift  card of $550 each...	1
542	A couple of times that weI have been to this particular store you don't have that sense being welcome. The manager of the store is nicer but he is not...	1
543	"Overpriced, but worth it.
And the service is impeccable. Even though there are zillions of folks waiting to be served.
Bring you lunch, lol."	3
544	My phone battery was pretty awful, so I made a genius bar appointment to tell them I wanted a new battery. They told me that they could not do same day...	1
545	Best tech and customer service experience! Someone give Yusuf a raise because not only did he fix my problem but was so kind!	3
546	I made plans to leave work earlier to stop by and a sales rep in the afternoon. The lights were on but the doors were locked. No one was inside. No sign was...	1
547	"So..visiting from Los Angeles and came here because I lost my phone and really needed a new one. We arrived at 4 PM and there was a sign that said ""be back..."	1
548	Best att store ever. They were super helpful. Will highly recommend. The rep were super honest and not pushing me to buy anything	3
549	"Loved the friends themed cafe..
Lovely place to hang out at any time of the day
Friendly staff
Great location
Quiet place to read a book"	3
550	"The Lounge by AT&T is such a cool concept! A coffee shop/self-service AT&T store. Just the thing that Seattle needs! 

Ada's coffee is probably the best..."	3
551	The Lounge by AT&T offers a complete self service option.  This means that you can grab a coffee and get a new phone without talking to a sales person!  So...	3
552	I walked in during my lunch break, and it seemed pretty quiet in the early afternoon. I was immediately greeted by Jay. I came in because I was long overdue...	3
553	Poor service.  I inquired twice about a service for my iPad and both times the salesperson, Jessica, made me believe I was getting a particular service as...	1
554	"This location is not my favorite. 

Back in the day when I used to walk around all the AT&T stores in the area to get Nintendo 3DS StreetPasses, this..."	1
555	Generally helpful staff that have sold me several phones over the years. At times, one ends up with a salesperson who is less than helpful, but that can...	3
556	This place is a total disaster - with the rudest, most inexperienced staff this side of a rural McDonald's.  They mucked up my account via my SIM card which...	1
557	I've rarely had such an unpleasant experience with sales/customer service staff at any store anywhere in my life, frankly. First, I couldn't get anyone's...	1
558	"Wow, what a difference (the good kind!)  from my last visit...

TL;DR  Former trouble-making, DirecTV-pushing Manager is gone, and new, very helpful team of..."	3
559	Funny story--back before the Nintendo Switch came into my life, I used to walk by this AT&T location for 3DS StreetPasses. If you know what this means, you...	2
560	"TLDR: Oh my lord. Don't come here unless you want to be persuaded to switch to Verizon (true story).


--FULL STORY--

I had the most bizarre customer..."	1
561	Terrible experience yesterday. There is no check in process so we waited quietly while other people who arrived after us were helped first. We were...	1
562	Can't say enough BAD about my experience! Salesperson treated me like an imbecile, said I couldn't get a sim card without a plan (I did at the next att...	1
563	"No acknowledgement or check-in process when you get into this store.

I just needed to do a simple SIM swap, and had to wait while the only 2 staff people..."	1
564	"So in general I hate AT&T but keep them because my original plan was so good. 
The only AT&T that I really like is the original store I signed my contract..."	2
565	If I could give this store minus stars, I would.  I bought a cell plan here in January and was told that I would be able to call Australia on the new plan....	1
566	Terrible service. Hire more people. There 2 employees not doing anything and lots of customers waiting for service. Going elsewhere. Bye Felicia!	1
567	Super helpful employees here! When my phone was unexpectedly stolen today, they were able to quickly transfer my number and get me a new phone in about 45...	3
568	What is wrong with this store?! All but robert have been morons!! He mostly responded like a manager should, until he sent me to the real at&t to get my...	1
569	"Service for Internet and Phone have been okay and sometimes good.

My rant is that when discontinuing service:
1 - When you call AT&T to cancel, the wait is..."	1
570	It's Saturday early afternoon.  I needed help getting a new cell phone set-up and files, contacts and everything from an older phone transferred to an At&t...	3
571	Good service here and I always get my questions answered with minimal effort.  However, there is way too much sales pressure to hear about or sign up with...	2
572	I looked up The Att Store hours on the web.  They opened at 10:00 according to info there.  I got there and was told all ATT Stores worldwide open late...	1
573	"Came to the store help my dad get a new phone. 
When entering, Caleb was helping another customer, which was no problem, but there was no acknowledgment of..."	1
574	"My husband and I were victims of a ""SIM Swap"" fraud. In an attempt to get new sim cards at this location, the salesman Caleb on Sunday June 17th was unable..."	1
575	Not sure why this store has such terrible ratings - we had a great experience. We were helped immediately by Demtrius who was extremely professional and...	3
576	"I absolutely love this store!
I have had Verizon as my cell phone provider for as long as I had a cell phone. I have a pretty busy schedule so it really is..."	3
577	Extremely dissatisfied with their service. They were throwing around a football and playing loud music. After one hour in the store I left with a new SIM...	1
578	I went to Att corporate store at bellevue square. The Represtative name was Ryan.  He was very rude and was not willing to help my problem which is a...	1
579	Very knowledgeable staff. They help their customers with warm welcome and they are super patient. Thank you.	3
580	"Horrible management.

We bought an XS Max 256 GB that was picked up the day of purchase, and I ordered an XS 256GB for myself on a Sunday. The store did not..."	1
581	Awful experience in this store.  Well trying to replace my old iPhone I was told my old phone plan was over priced and out of date. After asking repeatedly...	1
582	"The phone number listed on this yelp page is NOT accurate. Here's the number for the store: +1 (206) 361-2259
The number listed on the yelp page is a..."	1
583	I'm moving. I'm not enjoying anything about the process.  Directv customer service told me to go into an AT&T store to buy a modem. It seemed a bit odd that...	3
584	I recommend going to this AT&T store and avoiding the other one across the street. I went to the AT&T store across the street and spent 2 hours on what...	3
585	I went into this AT&T store at 1pm yesterday to upgrade to a new iPhone - which I assumed would be a fairly easily transaction. Unfortunately, that wasn't...	1
586	After visiting the Issaquah AT&T store and feeling defeated (actually it's more pissed off than anything) from our experience, we weren't expecting much at...	3
587	The worst experience. Now I don't have a phone and cannot upgrade in another store. All because of the incompetence of employee named Tyler.  Very...	1
588	"Dude!!!

What part of ""I want a prepaid card"" do you not understand when offering me a plan.

Despite what your corporate overlords brainwashing say... a..."	1
589	"The worst service I've ever gotten in any wireless store. Choose any other carrier (T-Mobile, Verizon, Sprint) before you go here. 

Customer service was..."	1
590	This is the 3rd time that I have come in to add a line.  It is also the 3rd time that I was not helped. There is only one person working at a time and no...	1
591	I was having some issues with my bill so I walked into the AT&T Store at The Commons on the Microsoft Campus. I was welcomed by Amanda B. She was incredibly...	3
592	Recently bought a Windows Phone as a replacement for an old iPhone that was painfully slow. The SIM card that I had was not compatible with the Windows...	3
593	call after call after call goes unanswered.  Clearly not staffed to support customer needs. Unless you go at off hours in early morning or late afternoon,...	1
594	Zack knows everything and explains it well. I had bought a refurb phone on Amazon & it wasn't good. Zack tried to revive it & discovered a new non-Apple...	3
595	Excellent service. Helpful staff who care about their customers. Love the knowledge of the products and the plans. They look in to our usage and advise the...	3
596	Terrible.  Stores and 800 phone number, rude unhelpful and i cant wait to be done with ATT. They absolutely suck.	1
597	After 9 years with AT&T they stab me in the back. I have had several iPad  generations on an unlimited AT&T data plan and they simply cut me off in  order...	1
598	I stopped in one sunny Saturday, hoping to avoid the long waits that plague the Redmond Town Center store. Score! I walked in at 1pm and was the only...	3
599	We went in around 3:30 on a blustery Sunday afternoon was not greeted at all. Not one person Acknowledge that we were there. No one even came up to ask if...	1
600	I have been with AT&T since switching from Sprint. They are the best service in Seattle period, everyone knows that, but dang, you haven't met their...	3
601	Had a surprisingly bad experience with Jeff this evening, whose idea of customer service was more to defend AT&T's (very illogical and counterintuitive)...	1
602	Jaskirat assisted my wife and I port over a phone to AT&T. He did an amazing job! The customer service was much better than other AT&T stores that we have...	3
603	I always come to this location since it's next to work. Staff are always eager to help and sell you anything you may need. Never had to wait in line like...	2
604	I had an issue and immediately went to online customer support to solve the problem. They were extremely great but the issue needed to be handled in the...	1
605	So my iPhone screen cracked last night and went dark. Those of you that I've been there know how frustrating this is. In any event I went down to this...	3
606	i had been putting off getting a new phone for months. I am not a patient person and technology is not my strong point and was dreading this task!! i am...	3
607	Womp womp womp....maybe it is the weather or the Friday blues.... The parking lot is a pain in the butt, ATT doesn't impress me. The employees here are...	3
608	The guys are the AT&T store in Edmonds were great helping with my account. Super friendly and knowledgeable I was impressed at how they handled a  store...	3
609	"Saw the bad reviews but there weren't a lot of good ones for any of the area AT&T stores so this one seemed to be the lesser of 3 evils. 
Was greeted at the..."	3
610	"9.17
I've spent my entire lunch break waiting for one of your only 2 associates in the building just to pay my bill.


Update
10.17

Here I'm again waiting..."	1
611	"Awful support. Only surpassed by their useless phone support. We have been trying to unlock a phone for 3 days now. Have been on the phone with ""customer..."	1
612	Worst store ever sales rep is a scam artist. Upgraded my phone and told the screen protector was included with the phone but nope it's not you have to join...	1
613	These people are actual scam artists! The sales guy Andy C. and manager Markeese lied to my husband and I. They told us it would be buy one get one free...	1
614	My wife and me were struggling to find a solution for our home. We have cell #'s but no landline and now we have a baby but a babysitter that doesn't own a...	3
615	"Very disappointing experience! 

I've been signed with ATT for 7 years now, and I decided to go in, like I've done from time to time, looking for any..."	1
616	I just wanted to look at the new iPhone.. which I politely told the employee that approached. I appreciate the immediate attention because sometimes phone...	1
617	My telephone service is AT&T but I was having a problem with my Kindle Fire and there was no one to help me. I took the chance and went into the Woodinville...	3
618	Most of the staff gave you the impression that they didn't want to be there and the customer service was terrible. I will not be returning.	1
619	Overbilling by $2,000 still unresolved!    When I was billed almost $2,000 for a phantom number, I thought it was just terrible customer service that kept...	1
620	UPDATE : I was able to receive my refund by an associate named Jake and he was pleasant to work with. Completely patient and understanding of my messy...	2
621	"Update: the ""manager"" responded to this review and asked me to email them with details. I did this last week and got no response. 

MAKE SURE reps don't add..."	1
622	My name is wayne and after spending 2 hours on the T-Mobile customer service line getting bounced back and forth trying to get the T-Mobile hotspot free...	1
623	Grace is a well experienced and helpful. She helped me through all the process to get my device shipped back. Starting from calling the customer services to...	3
624	"Worst customer service you can find!!! Just awful!!!
Their first intention is to rip you off as much as possible vs. helping you purchase what you need (and..."	1
625	I don't know why there are such negative reviews for this location BUT I walked in just to get a screen protector applied on my iPhone and Santana was very...	3
626	Best T-Mobile Store ever! They were incredibly friendly and made sure I saved as much money as I could switching carriers and getting new phones. Highly...	3
627	I had the T-Mobile legacy plan, and I was looking to switch over to their new Rebellion plan. A manager from customer care had offered me a free month of...	1
628	I went in the store and Anna came to help to me, biggest attitude, rude, yelling. We were explaining what we want in the plan and she just yelled and said...	1
629	Not only was adding a line and getting an iPhone 6+ insanely easy and painless, but I got unlimited data on both lines all for barely more than I was...	3
630	ah iggah.. Last Labor Day I had narrowed down my thoughts re which cheap phone to buy and went in loyally to the same person with whom I had spoken a few...	1
631	"I've been with T-Mobile for years and, in the past, I've had good ""luck"" at this store, service-wise. Not this time.

I bothered to visit a store because..."	1
632	This morning we purchased 2 iWatch series 5.  Contrary to what the apple store app or site says, we snag to titanium versions of this watch.  The site and...	3
633	"Wham bam thank you ma'am! 
Fast, effective, came here, got it, bam!
Service is excellent at this store. I've had bad service from Apple before (regarding my..."	3
634	A really nice, sleek and modern new space, including an awesome covered outdoor patio with Adirondack type chairs and chairs around tables for convenience...	2
635	"I would give a higher star rating. If there were not such a wait most of the time for a customer service person.

However the location is great. The..."	2
636	Do not order from this store! When I walked in, the sales rep, Kaulana, said they have inventory. When I placed the order on that same day, both phones I...	1
637	If there is a line why there are two managers standing doing nothing. All of their job is to put you in line. This is the worst customer service ever. So...	1
638	This review is regarding the service I received September 4, 2018. I brought my old phone trying to figure out how to wipe all the info (credit card...	3
639	"T-Mobile touts that customer experience is their #1 priority- ""We shoot for 110% satisfaction every time."" This may be the corporate-level identity, but the..."	1
640	First time coming to this location. South end of the mall, before the food court area. They were quick to help. Service was friendly	3
641	On my recent visit, in fact every visit, I continue to receive unwavering, top-notch, friendly customer service from all employees at the lower Queen Anne...	3
642	wow, the people who work here are so rude. I went in to the store, nobody else was in there. The guy behind the counter looked at me like I just invaded his...	1
643	Came in for a new iPhone as I had just gotten off work and the store by my house stays sold out of the gold Xs. Walked in and was greeted by Tre. Phenomenal...	3
644	Daniel is rad!! I brought my phone in for new glass due to an unfortunate ball peen hammer incident. He told me it was going to be 45 minutes because the...	3
645	I really want to love this place. I found Jet City on Yelp and was able to make a same-day appointment online to replace my iPhone X screen.  Upon arrival,...	2
646	"If I could put no stars I would...


Worse repair I've ever had. I brought in a broken screen and then put a new one on $110. I called and made an appt and..."	1
647	"I've used DirecTV for roughly 10 years.  Storms can interfere and some charges seen unnecessary but overall, I've been satisfied enough.  
  Generally,..."	1
648	Why can I not give zero stars?  I had DirecTV for over 20 years and I enjoyed the football package. As my family got larger it became harder to justify an...	1
649	If you don't care about price, satellite direct TV works fine. It is a teaser 2 yr contract. Fairly reasonable prices in year 1 and high prices in year two....	1
650	Andrew and Roberto are amazing and had the upmost patience with me, far more than I'm sure I deserved. They did everything to explain the issue to me and...	3
651	Courteous clerks, I'll give then that - they tried to help transfer an older phones pics & contacts to a newer, used phone. Ineffectual, claimed their...	1
652	I went in today to ask why my new phone was not taking calls or texts and to see if they could help me activate it. It was on back order so I had it...	1
653	I just visited the Verizon store on 635/Montfort area of Dallas, Tx, and had the please of working with Carlos and Sal. They both collaborated together and...	3
654	"Verizon Loyality Team, Brian, @ 800-392-0717 did not live up to the expectations of my 24 plus years of loyalty.
Had a 31 minute conversation with..."	1
655	Worst company every to deal with.  No one cares there.  Pass the buck to other people.  My son was deployed with the Navy.  Took them 6 months to get his...	1
656	The screen on my Samsung Note 9 had cracked and I needed to get a quote for my insurance. I contacted UBreakiFix through yelp and they asked me to just stop...	3
657	I came here for the first time because I wanted to get my camera built in application fixed cause I got my half cracked screen fixed at a different repair...	3
658	Most stores, if not all, have excellent repair quality and ethics. I would trust ubreakifix than local shops.	3
659	"First off, let me say this stores Assistant Manager, Derek Bustamante is seriously the best!!!

 I entered the store a couple weeks ago and was kindly..."	3
660	"If  anything check your bill especially if you have paperless. When I got the service they told me it would be 50.00 a month plus 25.00 a month for 
mobile..."	1
661	I've been to this location several times, and my experiences always varied depending on the person helping me. One worker - I believe he is the manager,...	1
662	My 2015-vintage Samsung Note 3 has an unhealthy charging port (contact pads getting thin, I think), and a repair shop tells me that the charging port is...	3
663	T-Mobile did not honor its commitment to pay for my final bill charges from Verizon as we were promised by a salesman at this store when my wife and I...	1
664	"Their service hasn't gotten better since the last time I went in. Which was in 2016. 
They have a new system of texting you when it's your turn when they..."	1
665	This is the most welcoming Sprint store I've ever been in! I wandered in as an over-paying AT&T customer and Dionna helped me through the process of...	3
666	Visited this store last month to upgrade my I phone. The associates were friendly but there were a few things that bothered me. One, is that I explained to...	1
667	This is my first review ever bc I feel my experience being conned into buying a new phone is worth sharing. I am on a family plan and paid for insurance on...	1
668	This place saved the day. They were so amazing. I didn't schedule an appointment and just walked in. My computer was having a hard time charging. They...	3
669	The help number tells you to download something goodbye. I tried again.. got some guy who refused to help bec	1
670	My favorite MicroSoft Store! I have no affiliation, yet enjoy our relationship. They've been so kind, accommodating, wonderful hosts to our classes we hold...	3
671	Ramon is an awesome T-Mobile employee. Clearly demonstrated his willingness to help me getting the phone I needed in time for an out-of-state trip. Really...	3
672	They are sales people 100%. The woman there took pleasure in lying to me that the only phone left in the model I had chosen were lilac... it was a lie. She...	1
673	"FYI this is not an official Tmobile store - it is owned by a third party.  The fact that this is not stated anywhere is incredibly misleading.

I have been..."	1
674	These guys are super legit and amazing. They were able to restore my water damaged iPhone and when I had an issue with a repair they were totally upfront...	3
675	I should have done this review long time ago about a year ago when I use their service. These guys are awesome. They did it quickly and they did it...	3
676	Great customer service easy to get in for repair they have underground parking and street parking we dropped our phone off and 30 min later had it repaired...	3
677	Came in yesterday for a new phone, and also to replace an old phone one of my kids had been using. The manager, Shamir (hope I'm spelling that right)...	3
678	I bought a very expensive iPhone from this store and they totally messed up my accounts when they transferred the data.  Something went totally wrong and...	1
679	"Think about the worst possible customer experience one can have in a ""authorized"" shop. We were just switching from AT&T (my respect for AT&T multiplied..."	1
680	Go see Evan , he will take care of you, fast and  friendly  service , helped us get our new Samsung note 10. With his help I don't think we would have saved...	3
681	I have a lengthy, detailed, negative review to share with Verizon Wireless regarding our most recent experience with a salesperson in this store, as well as...	1
682	"The five star rating is for the great service I received from Corey.
My phone was stolen and he was truly empathetic. He immediately marked it as stolen;..."	3
683	"I came to MegaPath twice for business meetings.  The people I interacted with were great.

There is no parking at all at this location so you have to find a..."	2
684	"Wish we would have read the prior reviews.  Maybe there is a class action suit we can file for the bogus ""regulatory recovery surcharge"" they're billing..."	1
685	Megapath is a sorry substitute for Speakeasy.  All of the sophistication and no-nonsense excellence of Speakeasy is gone, replaced by a shambolic ineptitude...	1
686	"I waited here overnight for an iPhone release. 

This is the closest store to my home so that's why I picked this location. 

The store manager was a little..."	2
687	"This AT&T store is a disaster! Please avoid it by all means!
1. Is under staff.
2. Staff has no accurate product knowledge. 
3. Staff and management has no..."	1
688	I had a wonderful experience at this store. I walked in at around 9:30am on a Saturday morning and was immediately greeted by David.  I had made an...	3
689	If I could give a negative star I would with pleasure, 2 different stores same lousy result, awful customer experience. There should be some disclaimer...	1
690	If I could give this review a zero, I would. Jose was the rudest and most unprofessional person I have ever had to deal with in any business transaction. I...	1
691	So when you go in person to pay and set up your account it's fine and the employees are helpful. So why did I give it one star? Well that's because once you...	1
692	AT&T is the worst for customer service. Just had internet and home phone hooked up in two of my homes, what a joke dealing with anyone over the phone ....	1
693	Got taken care of so fast and got amazing deals and discounts! Staff was beyond pleasant and helpful! This will be my forever store!! Love it so much!	3
694	Horrible experience!! I've come here several times and the last time i came into the store an employee was beyond rude to me for asking questions. he made...	1
695	So I went to these store about four months ago and I had an extremely bad experience. The manager there was completely out of line and absolutely...	3
696	"My husband and I when to this store, since we thought that it would not be as crowded as the Miracle  mile store
Beware, independent contractors work here,..."	1
697	There is a store around the corner from my house (Flager & 79 Ave) but for as long I remain an AT&T customer, I will be visiting this store & this store...	3
698	I've been with At&t since 2015, they have been very helpful with anything I have problems with, however last week my phone line was hacked by a robo caller...	2
699	This terrible service period! There's only four employees and one is watching Direct TV with a customer and shows no sense of urgency with more than five...	1
700	This was one of the worst customer service experiences I have ever had, certainly the worst I've ever had at a wireless service provider locale. I waited...	1
701	Unethical sales staff and manager. They signed us up for a plan that we never agreed to and when my credit card was charged they refused to refund us. Even...	1
702	Yesterday I went to AT&T in Kendall and they told me about a free iPhone 7 special, that they pay off your phone to leave your current provider, and...	1
703	Robocalls and unwanted solicitation phone calls are a HUGE problem for many customers (both cell phones & landlines). AT&T does LITTLE or NOTHING to assist...	1
704	I've had an ATT TRUCK blocking my parking at home for 5 days!!! Nobody is coming or working it's just parked blocking my enterance!	1
705	AT&T is the worst carrier you could ever select.  The company stole a year of service for a phone I never had and refused to reimburse me.  Their management...	1
706	Service as good as it gets. Thanks to the enire team!	3
707	"Rude staff.
Condescending and uneducated.

Ended up buying my Iphone at the Apple store, much better service."	1
708	"I am the proverbial ""little old lady"" with no tech savvy. Fortunately I live near this store because I stop in at least once a week with questions about my..."	3
709	"Soooo disappointed!! 
We went here to do two things, set up internet in our home and possibly purchase new phones. The phones didn't work out. The internet..."	1
710	Brutal store, terrible customer service. Seemed like I was inconveniencing them by trying to sign up for a phone plan. Save yourself the headache and go to...	1
711	I had a great experience at this AT&T store. I needed to buy a new iPhone 7. So I called all these AT&T stores in Miami trying to find out which store had...	3
712	Great people to deal, got me a great deal on a family plan, goodbye T-Mobile hello at&t what a difference. Thank you to the kind gentleman that helped me...	3
713	This store has the best customer service I have ever experienced the manager Dominic was the first one that attended me and my mom, he helped us understand...	3
714	"Amazing service for the staff.

They have newer employee that care and take care of the customers."	3
715	Horrible service. The regional manager Bryan was pretty inattentive. His method of helping was calling 611, putting the phone in speaker and walking...	1
716	Passed by this store after having a coffee at Starbucks next door.  The store is very nice. Super clean, the staff is always smiling and friendly.  The...	3
717	This store is awesome. Both Viviana and Alex were very patient and helpful. They set up all our phones and made the transition very very easy. You will be...	3
718	I usually visit the At&T at the Falls but this location is a lot closer to my house so I went for a quick upgrade. Thankfully arrived to get help from the...	3
719	Absolutely awful customer service. I ordered the phone online and had problems with SIM card. I tried making an appointment online or by phone but nobody...	1
720	Horrible customer service experience. I bought an iPhone 7plus 3 days ago and it has a problem since the start. I waited a long time in the store even...	1
721	Believe me, i really don't want to gv a single star though it's just yelps policy to gv atleast a single star. Even can't explain u guys my visit to the...	1
722	This place sucks. Get ready to spend atleast  2 hours waiting for the employees to do anything.	1
723	Come to this store if you like the idea of dealing with incompetent employees, have about 2 hours to spare to wait around for service and for the half...	1
724	Alejandra was excellent!!! Fast and very knowledgeable! This is the first time that I am actually leaving a review for this type of business. The experience...	3
725	Very poor customer service. The associate named Chris took my phone and dialed AT&T so someone else could help me with what I needed. After waiting 20...	1
726	Unfriendly service nd borderline rude.  I went to change an earphone and they treated me like I was stealing.	1
727	Terrible customer service. Legit absolutely no help everyone stood behind the desk and seemed to be a problem to find any help. I don't understand why they...	1
728	Funny how 15 minutes before the have to close, the system crashed. Got here 20:45 and the door was locked. The girl who answered asked me what I wanted inly...	1
729	State of the Art store!!!! Very futuristic and i loved trying all their products and services available at the store. Great service! I was amazed of how...	3
730	"The 1 Star is not necessarily for this location (which I've not had problems with) but the absolutely abysmal AT&T wireless service.

Inconsistent and..."	1
731	I wish I could give this location ZERO STARS ! The manager Jorge and assistant manager was disgustingly unprofessional, rude and refused to assist me with...	1
732	"They were so busy I didn't even bother staying so I'll return another day...

So I did, and they helped me without having to wait on the list. Had my phone..."	3
733	The worst store in Doral.  Don't trust the employees or managers there.  They sold the package of att, U-verse, Directv and DigitalLife as a wonderful...	1
734	This store is garbage, the treatment could not be worst, the staff has no knowledge, it is amazing it has not been shut down yet, worst customer service...	1
735	"Horrible customer service, employees spend watching tv, and they judge you by your physique, you walk casual, they don't take care of you.
Worst!!!!"	1
736	We came in yesterday afternoon around 5-6. Terrible service, they didn't want to help my friend. I believe she was discriminated by her appearance because...	1
737	Usually the thought of going into a cell phone provider is a negative one, but my recent experience was the contrary. I had some issues with being billed...	3
738	Wow At&t is the pretty bad. My connection sucks. I have had 4 peoe come and check my internet this month. Which is outrageous.  They all say different...	1
739	Worse company ever. How can this company continue to operate? Customer service sucks, no one is responsive or empowered to do anything. I had them when I...	1
740	"Completely disappointed and frustrated after trying to setup Internet at our new place for TWO WEEKS:

Day 1: Called AT&T, someone will be there in 48-72..."	1
741	This is one of the better AT&T locations I've visited. I always seem to have an issue with my car charger. It's a hassle being on the road with an...	3
742	Make sure you bring lunch or snack to this store. Typically there are 2-3 people working and 3-5 people waiting in queue. Now since you're in the heart of...	1
743	Fabulous customer service! The employees here take the time and care to help you. Tonight Madelyn and Ramon brought my iPhone to life! Thank you for your...	3
744	This place is awful. The manager is lazy, rude and unwilling to help and the staff and very shady. I went there to purchase a new phone. Immediately after...	1
745	Was looking forward to purchasing an iPhone 6s plus and an iPad mini but arrived four minutes to eight and they had already locked the door and turned the...	1
746	This is the WORST STORE OF ANY TYPE OF STORE ANYWHERE IN THE COUNTRY I HAVE EVER BEEN TO. I keep going back, like a fool, in hopes that time will heal the...	1
747	Always a 35-45 minute wait The staff doesn't greet you when you come in and haft of the people working there stall and go in the back and do nuthing to wast...	1
748	"""0"" stars 

The most unprofessional employees!! 

I went to this store to purchased the new Iphone 7 for my husband. Customer service was just ok but yet..."	1
749	Horrible customer service. The lady that helped me is lucky I don't remember her name. She kept joking and laughing and everything question I had...	1
750	Was in to return a case I had purchased in another city while on vacation. They took a long time to acknowledge me when I arrived, which left me standing...	2
751	"Just left this store, where they told us we could only pay in Cash....
Go somewhere else or order online.
ATT said that was bogus"	1
752	So disappointed  with the customer service in this particular store. Visited the store  to return a phone cover I had purchase less then six months ago.  I...	1
753	"I am writing this review because I was treated unprofessionally at this store today after been an AT&T customer for almost 10 years.
On May 5th I went to..."	1
754	Worse experience ever. I waited 2 hours just to buy a screen protector. Didn't need activation or a phone I just needed a simple screen protector. I am very...	1
755	Horrible customer service. Unwilling and unable to help with a simple transaction. Clueless employees. Never again. If I could give zero stars I could, for...	1
756	Had an appointment at 10 am. Walked in and they let 11 people with no appointments go in front of me.	1
757	"ZERO Star
This review is based on service, or lack thereof, after SEVERAL visits in the official AT&T store at the Falls this year. The first time I visited..."	1
758	About a month ago I went in to replace my phone that jumped off my boat while fishing. The bureaucracy of AT&T is beyond frustrating, but an associate there...	3
759	Who has time for incompetent service and an attitude?  I surely don't!! The girl with the long hair has such a nasty and dismissive attitude all while...	1
760	No surprise to see this store get one star...I bought a screen protector and I was told if something happened they would replace it at the store guaranteed...	1
761	Horrible ... came in... the staff was busy no one even say hello to me... it was when i asked 15 mins later if there was anyone else who could help me......	1
762	For a store that sells communications products. They are the worst. They ordered a phone for me and they could not tell me when it was going to arrive. It...	1
763	I went to this store to purchase a screen protector for my Samsung 7 Edge cell phone and was assisted by Andrew Velasco.  He was friendly and professional....	3
764	Worst customer ever they charge us to trade our phone and then they sen us to another store that got the phone .when getting there they told us that we did...	1
